142224	Affirm
142219	Reverse
142199	Reverse
18319	Reverse
18767	Affirm
17119	Affirm
17894	Affirm
17306	Affirm
18707	Affirm
18615	Affirm
11272401	Affirm
11272412	Affirm
204510	Reverse
204528	Affirm
204524	Affirm
204494	Affirm
204493	Affirm
204520	Affirm
204480	Reverse
204501	Reverse
204495	Reverse
204491	Affirm
204503	Reverse
204496	Reverse
204485	Reverse
11272249	Affirm
11271679	Affirm
205975	Affirm
11272224	Affirm
11272185	Affirm
11271525	Reverse
11272114	Reverse
11272008	Affirm
11271859	Affirm
11272331	Reverse
206012	Affirm
206108	Affirm
206038	Reverse
206022	Affirm
206002	Affirm
208849	Affirm
11271980	Affirm
11272215	Affirm
11272106	Affirm
11272631	Affirm
208780	Affirm
208788	Reverse
208799	Reverse
208754	Affirm
208901	Affirm
208842	Reverse
208816	Reverse
208840	Affirm
208834	Reverse
208920	Reverse
208825	Reverse
208772	Affirm
208846	Affirm
208797	Reverse
208878	Reverse
208790	Affirm
208812	Affirm
208926	Affirm
208856	Reverse
208879	Reverse
208906	Affirm
208869	Affirm
208751	Affirm
208821	Affirm
208875	Affirm
11272872	Affirm
11272276	Affirm
11272581	Reverse
11272735	Affirm
11272666	Affirm
11272087	Reverse
11272559	Reverse
11272646	Reverse
11272051	Affirm
11272289	Reverse
11272337	Reverse
11272066	Affirm
11272847	Affirm
11272684	Reverse
206046	Affirm
206018	Reverse
206019	Reverse
11272285	Affirm
11272263	Reverse
11272165	Affirm
205977	Affirm
205986	Affirm
206010	Affirm
206033	Affirm
206098	Affirm
205983	Affirm
206001	Affirm
205994	Affirm
11271548	Reverse
206015	Affirm
11271974	Affirm
208793	Reverse
208858	Reverse
205979	Reverse
205995	Reverse
11271654	Affirm
208864	Affirm
11271805	Reverse
206021	Affirm
208770	Affirm
208795	Affirm
208890	Affirm
206034	Affirm
11271749	Affirm
11271450	Affirm
11271992	Affirm
208899	Reverse
208782	Affirm
208818	Reverse
206050	Reverse
205992	Affirm
205985	Reverse
208861	Affirm
208910	Affirm
208832	Affirm
208845	Affirm
208913	Reverse
206075	Affirm
206067	Affirm
205999	Reverse
208774	Affirm
208746	Reverse
208915	Reverse
208925	Reverse
11272170	Affirm
11272712	Reverse
11272910	Affirm
11272503	Affirm
11272146	Affirm
11271953	Affirm
11271923	Affirm
206023	Affirm
11271490	Reverse
208908	Reverse
206086	Affirm
208893	Reverse
208829	Affirm
11271986	Reverse
11271900	Affirm
205982	Affirm
206090	Affirm
205974	Reverse
205978	Affirm
206106	Affirm
208810	Affirm
11272243	Reverse
11272409	Affirm
206005	Affirm
11271797	Affirm
206008	Affirm
11272093	Reverse
205997	Affirm
206042	Reverse
11272020	Affirm
208777	Affirm
206003	Affirm
205993	Affirm
205984	Affirm
206044	Affirm
206014	Reverse
205987	Affirm
206100	Affirm
206027	Affirm
208814	Affirm
205972	Affirm
205989	Reverse
206016	Affirm
206071	Affirm
206088	Affirm
208851	Reverse
208802	Affirm
208854	Reverse
205996	Reverse
206036	Affirm
206054	Affirm
206006	Affirm
205981	Affirm
206077	Affirm
205973	Reverse
206082	Affirm
206026	Reverse
11272390	Reverse
11271956	Reverse
11271366	Affirm
208884	Affirm
11271877	Reverse
206069	Affirm
11271839	Affirm
208917	Affirm
208768	Affirm
208764	Affirm
11271726	Reverse
11272145	Reverse
11272102	Reverse
208827	Affirm
208811	Affirm
206093	Reverse
206060	Reverse
206064	Affirm
206020	Reverse
205990	Affirm
206011	Reverse
206030	Reverse
11271387	Affirm
11271419	Affirm
204477	Reverse
204519	Affirm
204479	Reverse
204492	Reverse
204484	Affirm
204529	Affirm
204531	Affirm
204476	Affirm
204490	Affirm
204506	Reverse
204512	Reverse
204511	Affirm
204527	Affirm
204488	Reverse
204526	Affirm
204521	Reverse
204502	Affirm
204515	Reverse
204509	Affirm
204517	Reverse
204475	Affirm
204483	Affirm
204500	Affirm
204522	Affirm
204514	Reverse
204497	Affirm
204505	Affirm
204516	Affirm
204499	Affirm
204473	Affirm
204525	Affirm
204482	Affirm
204504	Affirm
204507	Reverse
204530	Affirm
204508	Reverse
204486	Affirm
204532	Affirm
11272610	Affirm
11272358	Affirm
11272465	Reverse
11272891	Reverse
11272486	Affirm
11272234	Reverse
11272371	Affirm
11272190	Reverse
11272817	Affirm
11272322	Affirm
11272037	Affirm
11272928	Reverse
204481	Affirm
204478	Affirm
2382695	Affirm
2381327	Reverse
2380526	Affirm
2382019	Affirm
2382670	Reverse
2382383	Reverse
3624319	Affirm
3624335	Affirm
4658913	Affirm
4660556	Reverse
4659943	Affirm
4658449	Affirm
4659458	Affirm
8842709	Affirm
8841505	Affirm
8841128	Reverse
1560837	Affirm
1551488	Reverse
1551482	Affirm
1551496	Affirm
1551460	Affirm
1551468	Affirm
1551483	Affirm
1551467	Affirm
1551442	Affirm
1551480	Affirm
1551494	Affirm
1551489	Affirm
1575421	Affirm
1575359	Reverse
1575398	Affirm
1575335	Reverse
1575357	Affirm
1575416	Reverse
1575394	Reverse
1575353	Reverse
1575374	Affirm
1575330	Affirm
1575408	Reverse
1575356	Reverse
1575397	Reverse
1575435	Affirm
1560795	Affirm
1586534	Affirm
1586510	Affirm
1586554	Reverse
1586562	Affirm
1586501	Reverse
1586530	Reverse
1586525	Reverse
1586540	Reverse
1586506	Affirm
1586557	Affirm
1586521	Affirm
1560810	Affirm
206009	Affirm
206025	Affirm
4712895	Affirm
4714193	Reverse
4714501	Reverse
4715103	Reverse
4713814	Reverse
4665623	Reverse
4664082	Affirm
4664308	Reverse
4663340	Affirm
4666330	Affirm
208881	Affirm
208912	Reverse
208904	Reverse
208784	Affirm
4674089	Affirm
4676710	Affirm
4676334	Affirm
4732844	Reverse
4736067	Reverse
4732268	Affirm
4736202	Affirm
4733709	Affirm
4734800	Reverse
4733430	Reverse
4733819	Affirm
4733113	Affirm
4732130	Reverse
4731921	Affirm
4735491	Affirm
4734180	Reverse
4724962	Affirm
4724403	Affirm
4726003	Reverse
4726250	Affirm
4727315	Affirm
4723971	Affirm
4724067	Affirm
4727100	Reverse
4725362	Affirm
4726782	Reverse
4726988	Affirm
4724654	Affirm
4727497	Reverse
4726694	Affirm
4727153	Affirm
2397260	Affirm
2398217	Affirm
2397892	Affirm
2394675	Affirm
2396207	Affirm
2397131	Affirm
2397342	Affirm
2398458	Reverse
2386791	Reverse
2387679	Reverse
2387978	Reverse
4685320	Affirm
4683996	Reverse
4734581	Affirm
4734220	Affirm
4675934	Affirm
4676172	Affirm
4675093	Affirm
4676500	Affirm
1568783	Affirm
1568740	Affirm
1568774	Affirm
1589320	Affirm
1580746	Reverse
1584765	Affirm
1584746	Reverse
1584725	Affirm
1578321	Affirm
1578324	Affirm
1578265	Reverse
1578159	Affirm
1578258	Affirm
1578199	Affirm
1578145	Affirm
1568294	Affirm
1568271	Affirm
1565230	Affirm
1565172	Affirm
8841947	Reverse
8841768	Reverse
8841923	Reverse
8842196	Affirm
1563089	Affirm
1563043	Affirm
1563054	Affirm
1563079	Affirm
1563067	Reverse
1563038	Affirm
1580781	Reverse
1580769	Affirm
1580770	Affirm
1556034	Affirm
1556137	Affirm
1556067	Affirm
1556112	Affirm
1556131	Affirm
1552973	Affirm
1553003	Reverse
1552951	Reverse
1552979	Reverse
1553077	Affirm
8841213	Reverse
8841951	Reverse
8841410	Affirm
1552963	Affirm
1552957	Affirm
1552986	Affirm
1553001	Reverse
1556096	Affirm
1556044	Reverse
1556123	Affirm
1556142	Affirm
1556145	Reverse
1556126	Affirm
1556049	Affirm
1556070	Affirm
1556094	Reverse
1556036	Affirm
1556132	Affirm
1556016	Reverse
1556136	Affirm
1556104	Affirm
1556081	Affirm
1582935	Affirm
1582914	Affirm
1582930	Affirm
8842591	Reverse
8841419	Affirm
8842431	Affirm
8841562	Affirm
8841348	Affirm
8842558	Affirm
8841642	Affirm
8841818	Affirm
8842764	Affirm
8841591	Affirm
1587615	Reverse
1587509	Affirm
1587511	Affirm
1587687	Affirm
1587654	Affirm
1587667	Affirm
1568234	Affirm
1569793	Affirm
1569784	Affirm
1569700	Affirm
8842734	Affirm
8841507	Affirm
8843506	Reverse
8841362	Affirm
8841538	Affirm
8842932	Affirm
8841294	Affirm
8841702	Affirm
8841599	Affirm
8841303	Affirm
8841434	Affirm
8843525	Reverse
8842190	Affirm
1582916	Affirm
1582907	Affirm
1582955	Affirm
1582896	Affirm
1582036	Reverse
1582046	Affirm
1582007	Affirm
1569698	Affirm
1569742	Affirm
1577091	Affirm
1577065	Affirm
1577071	Affirm
1577073	Affirm
1565189	Reverse
1561280	Reverse
1561222	Affirm
1561284	Reverse
1561260	Affirm
1561271	Affirm
1561202	Reverse
1561319	Reverse
1561354	Reverse
1561203	Reverse
1561358	Reverse
1561317	Reverse
1561227	Affirm
1561256	Reverse
1561238	Affirm
1561290	Affirm
1561200	Affirm
1561229	Reverse
1561268	Reverse
1561282	Reverse
1561259	Affirm
1561244	Reverse
1561378	Affirm
1561294	Affirm
1561254	Affirm
1561368	Reverse
1561330	Affirm
1561241	Affirm
1561325	Affirm
1561274	Reverse
1561285	Affirm
1561221	Affirm
1561230	Reverse
1561343	Reverse
1561204	Affirm
1561255	Reverse
1561242	Affirm
1561346	Reverse
1561366	Reverse
1561248	Reverse
1561245	Affirm
1561201	Affirm
1561226	Affirm
1561296	Reverse
1561233	Affirm
1561375	Affirm
1561338	Reverse
1561239	Affirm
1561215	Reverse
1561348	Reverse
1561219	Affirm
1561249	Reverse
