5499365	Affirm
5497120	Affirm
5496101	Affirm
5499221	Reverse
5492730	Affirm
5492907	Affirm
441725	Reverse
441617	Reverse
441639	Reverse
441714	Affirm
441605	Affirm
441715	Reverse
441713	Reverse
441596	Affirm
441634	Affirm
441723	Reverse
441680	Affirm
441631	Affirm
441721	Reverse
441660	Reverse
441609	Reverse
441685	Affirm
441636	Affirm
441733	Affirm
5097720	Affirm
5096963	Affirm
5097789	Reverse
5096925	Affirm
5097658	Affirm
5098106	Reverse
5096425	Affirm
5097507	Reverse
333144	Affirm
333123	Reverse
5098777	Affirm
5096237	Affirm
5096460	Reverse
5098978	Affirm
5097959	Affirm
5098904	Reverse
5096492	Affirm
5096330	Affirm
5098477	Affirm
5098284	Affirm
5097758	Affirm
5099055	Affirm
5096199	Affirm
441674	Affirm
441737	Reverse
441731	Reverse
441600	Reverse
441627	Reverse
441676	Affirm
441677	Affirm
441650	Reverse
441661	Affirm
441684	Reverse
441665	Reverse
441734	Affirm
441653	Reverse
441719	Reverse
441662	Reverse
441732	Reverse
441613	Reverse
441682	Affirm
441700	Affirm
441648	Affirm
441712	Affirm
441630	Reverse
441726	Reverse
441675	Reverse
441691	Affirm
441735	Reverse
441599	Affirm
441607	Reverse
441622	Affirm
441594	Affirm
441729	Reverse
441592	Affirm
441624	Reverse
441635	Reverse
441698	Affirm
441720	Reverse
441651	Affirm
441688	Affirm
441664	Reverse
441717	Affirm
441667	Affirm
441673	Affirm
441670	Affirm
441736	Reverse
441686	Affirm
441693	Reverse
441666	Reverse
441642	Reverse
441707	Reverse
441724	Reverse
441647	Affirm
441643	Reverse
441619	Affirm
441705	Affirm
441652	Affirm
441657	Affirm
441603	Affirm
441654	Reverse
441625	Affirm
441646	Reverse
441696	Affirm
441610	Reverse
441695	Affirm
441632	Reverse
441669	Affirm
441637	Affirm
441645	Reverse
441709	Affirm
441711	Reverse
441644	Affirm
441728	Affirm
441679	Reverse
441641	Affirm
441629	Affirm
441687	Reverse
441649	Affirm
441668	Reverse
441655	Reverse
441694	Reverse
441640	Affirm
441588	Affirm
441626	Reverse
441633	Reverse
441597	Reverse
441672	Affirm
441704	Affirm
441722	Affirm
441706	Reverse
441681	Affirm
441708	Affirm
441710	Affirm
441702	Reverse
441739	Reverse
441738	Affirm
441656	Reverse
441718	Affirm
441689	Affirm
441701	Affirm
441638	Affirm
516067	Affirm
516081	Reverse
5493162	Affirm
5493445	Affirm
381820	Affirm
381825	Affirm
381916	Reverse
381797	Reverse
365902	Affirm
365890	Affirm
365941	Reverse
365863	Reverse
4284277	Reverse
4301636	Affirm
5122915	Reverse
5120829	Affirm
5122803	Affirm
5120737	Reverse
5122120	Affirm
5121819	Affirm
5122767	Affirm
5120258	Affirm
5121010	Affirm
5122477	Reverse
5121780	Reverse
5121194	Reverse
5120897	Affirm
5120687	Reverse
5122366	Reverse
5121473	Affirm
5120353	Reverse
4271081	Affirm
4270588	Reverse
4264321	Affirm
4277443	Reverse
4277033	Affirm
4277956	Affirm
7327362	Affirm
4267101	Reverse
4260220	Affirm
5766797	Reverse
4300380	Affirm
781319	Affirm
872597	Affirm
872528	Affirm
872576	Reverse
906793	Reverse
906788	Affirm
2923761	Reverse
2922844	Affirm
2920762	Affirm
5404536	Affirm
5405601	Affirm
5405056	Affirm
5404414	Affirm
5257024	Reverse
5256216	Reverse
5256050	Reverse
5256692	Affirm
5256910	Affirm
5257323	Affirm
5257364	Affirm
5257056	Reverse
5256014	Affirm
5256666	Reverse
5256503	Affirm
5256626	Affirm
5256734	Reverse
5256581	Reverse
5257196	Reverse
5257104	Affirm
5256822	Affirm
5257402	Reverse
5257386	Reverse
5256141	Affirm
5256178	Reverse
5256808	Affirm
5256998	Affirm
5256320	Reverse
5257042	Affirm
5255950	Affirm
5256530	Reverse
5256446	Affirm
5257306	Affirm
5256286	Reverse
5256707	Affirm
5256780	Reverse
5257456	Reverse
5256877	Reverse
5255989	Affirm
182695	Reverse
182743	Affirm
5403987	Affirm
5405378	Reverse
5403927	Affirm
5405012	Affirm
2920994	Affirm
2923706	Affirm
2923337	Affirm
2923398	Affirm
2922133	Affirm
2922435	Affirm
2922653	Reverse
2923614	Affirm
2921639	Reverse
5417612	Affirm
5418115	Affirm
5417827	Reverse
5417106	Reverse
5416922	Reverse
5418223	Affirm
5416722	Reverse
5416842	Reverse
5418767	Affirm
5417706	Reverse
5417861	Reverse
4964548	Reverse
4963732	Reverse
4967307	Affirm
4965633	Affirm
4967004	Affirm
4963934	Reverse
4967050	Affirm
4966899	Affirm
4963875	Affirm
4964715	Affirm
4964372	Affirm
4963578	Reverse
4967235	Affirm
4963337	Affirm
4964805	Affirm
4966641	Reverse
4964615	Affirm
4967654	Affirm
4966133	Reverse
4965263	Affirm
4965842	Reverse
4965508	Affirm
4964862	Affirm
4967764	Affirm
5539849	Affirm
5540080	Affirm
5539942	Affirm
5539914	Affirm
5539975	Affirm
5537468	Reverse
5538578	Affirm
5539363	Affirm
5538843	Affirm
5538763	Affirm
5539879	Affirm
5539007	Reverse
5540211	Reverse
5538685	Reverse
5540002	Affirm
5539508	Affirm
5540044	Affirm
5539061	Affirm
5538922	Affirm
680598	Reverse
1172387	Reverse
2703991	Affirm
2702491	Reverse
2704745	Reverse
2703490	Reverse
2703179	Reverse
2702976	Affirm
2703117	Affirm
2705367	Reverse
2705158	Affirm
2704802	Reverse
2705397	Affirm
2704652	Affirm
2703629	Affirm
2703359	Affirm
2703141	Reverse
2703695	Reverse
2704345	Affirm
2704372	Affirm
2705522	Reverse
2702581	Affirm
2705040	Reverse
2704853	Reverse
2703839	Affirm
2703235	Affirm
2703533	Affirm
2704157	Affirm
2703653	Affirm
2705253	Affirm
2702765	Affirm
2702631	Affirm
2703157	Affirm
2703300	Affirm
2704541	Affirm
2703941	Affirm
2702447	Reverse
2704030	Reverse
2703969	Affirm
2704596	Reverse
2704767	Reverse
2702687	Affirm
2704621	Reverse
2704514	Affirm
2702880	Affirm
2705125	Affirm
2703798	Affirm
2704952	Reverse
2704131	Affirm
2703813	Reverse
2703208	Affirm
2703327	Reverse
2703097	Affirm
2703430	Affirm
2703005	Affirm
2703674	Affirm
2704445	Affirm
2702834	Affirm
2702552	Affirm
2702912	Affirm
2704493	Reverse
2703902	Affirm
2703570	Affirm
2704900	Affirm
2702948	Reverse
2703062	Affirm
2702851	Affirm
2703265	Reverse
2705071	Affirm
2703384	Reverse
2704463	Reverse
2702732	Reverse
2703601	Affirm
2704187	Affirm
2705287	Reverse
2703745	Affirm
2702791	Affirm
2704920	Reverse
2703772	Reverse
2702662	Affirm
2704392	Reverse
2704319	Affirm
2704414	Affirm
2702419	Affirm
2704567	Affirm
2704683	Reverse
2704976	Reverse
1260361	Affirm
1295562	Affirm
2422418	Affirm
2422658	Affirm
2422369	Reverse
2420820	Affirm
2422529	Affirm
2422236	Reverse
2421563	Affirm
2423029	Affirm
2422930	Affirm
2420638	Affirm
2420021	Reverse
2420215	Affirm
2419787	Affirm
2422637	Affirm
2421154	Reverse
2422586	Affirm
2421752	Reverse
2421652	Affirm
2420566	Affirm
2420119	Affirm
2421539	Affirm
2420266	Affirm
2422475	Affirm
2421236	Affirm
2420162	Affirm
2420839	Reverse
2421824	Reverse
2421581	Affirm
2420740	Affirm
2420919	Reverse
2421377	Reverse
5122327	Affirm
5119474	Affirm
5122827	Reverse
5118049	Reverse
5122454	Affirm
5120871	Reverse
5119295	Reverse
5118216	Affirm
5121713	Affirm
5121005	Affirm
5119576	Affirm
5118860	Reverse
5118262	Reverse
5118444	Affirm
5121396	Affirm
5123320	Affirm
5123455	Affirm
5119260	Affirm
5121069	Affirm
5118137	Reverse
5123833	Affirm
5118329	Affirm
5123605	Reverse
5122074	Reverse
5122245	Affirm
5117897	Affirm
5122424	Affirm
5123281	Affirm
5122569	Reverse
5119976	Reverse
5122801	Affirm
5120123	Affirm
5122289	Reverse
5119673	Affirm
5123109	Reverse
2757842	Reverse
2757175	Affirm
2758474	Affirm
2758538	Affirm
2760585	Affirm
2761123	Affirm
2757219	Reverse
2761412	Affirm
2759627	Affirm
2758875	Affirm
2759211	Affirm
2759319	Affirm
2758315	Reverse
2758034	Affirm
2757997	Reverse
2760483	Affirm
2757793	Affirm
2757326	Affirm
2761505	Affirm
2757370	Affirm
2761368	Reverse
2759349	Affirm
2758967	Affirm
2761612	Affirm
2760969	Reverse
2758508	Reverse
2760860	Affirm
2760257	Affirm
2759110	Affirm
2759672	Affirm
2760670	Reverse
2759988	Affirm
2757268	Affirm
2759811	Affirm
